S. No.,Crash Date,Crash Day,Location,State,LatLong,latitude,longitude,Road Type,Crash Type,Killed,Injured,Vehicle 1,Vehicle/Object 2,Million Plus City
1385,2022-11-30,Wednesday,Kodumur,Andhra Pradesh,"15.683371392189466, 77.7679255136936",15.683371392189466,77.7679255136936,SH,Head On Collision ,3,0,Two Wheeler,Car,Nil
1386,2022-11-30,Wednesday,Tappe Sipah,Uttar Pradesh,"27.10157365650555, 81.50326169184127",27.10157365650555,81.50326169184127,NH,Head On Collision ,6,13,Bus,Truck,Nil
1387,2022-11-29,Tuesday,Payakaraopeta,Andhra Pradesh,"17.367919451233476, 82.5559054912971",17.367919451233476,82.5559054912971,NH,Vehicle Overturn,1,0,Two Wheeler,Canal,Nil
1388,2022-11-30,Wednesday,Tappe Sipah,Uttar Pradesh,"27.097931414982526, 81.49824462518542",27.097931414982526,81.49824462518542,NH,Head On Collision ,6,13,Bus,Truck,Nil
1389,2022-11-30,Wednesday,Majhur,Jammu,"33.528920091719215, 74.35938394535962",33.528920091719215,74.35938394535962,OR,Vehicle Overturn,3,2,Car,Gorge,Nil
1390,2022-11-30,Wednesday,Surinsar,Jammu,"32.77142216563534, 75.04428953506651",32.77142216563534,75.04428953506651,OR,Vehicle Overturn,1,17,Van,Gorge,Nil
1391,2022-11-29,Tuesday,Police Welfare Petrol Pump,Madhya Pradesh,"23.21184562898975, 77.3888241897959",23.21184562898975,77.3888241897959,OR,Hit and Run,3,0,Two Wheeler,Unidentified,Bhopal
1392,2022-11-30,Wednesday,Devpur,Maharashtra,"19.866952570376142, 74.14799246536725",19.866952570376142,74.14799246536725,OR,Run Off Road,2,4,SUV,Nil,Nil
1393,2022-11-30,Wednesday,KR Puram Hanging Bridge,Karnataka,"13.000683883260592, 77.67722032726212",13.000683883260592,77.67722032726212,NH,Hit and Run,1,1,Two Wheeler,Unidentified,Bengaluru
1394,2022-11-30,Wednesday,Kodumur,Andhra Pradesh,"15.684037550663033, 77.76965748241777",15.684037550663033,77.76965748241777,SH,Others,3,2,Two Wheeler,Car,Nil
1395,2022-12-01,Thursday,Jankia,Odisha,"20.053056785479832, 85.53937047670372",20.053056785479832,85.53937047670372,NH,With Parked Vehicle,4,0,Car,Truck,Nil
1396,2022-11-30,Wednesday,Taramani Link Rd,Tamil Nadu,"12.981197526297395, 80.23654954032764",12.981197526297395,80.23654954032764,SH,Fixed Object Collision,2,0,Two Wheeler,Divider,Chennai
1397,2022-12-02,Friday,Loha Mandi,Madhya Pradesh,"22.70772341532349, 75.86781836399646",22.70772341532349,75.86781836399646,OR,With Parked Vehicle,1,1,Two Wheeler,Truck,Indore
1398,2022-12-01,Thursday,Zam Zam Square,Madhya Pradesh,"22.73180347911857, 75.91319311603722",22.73180347911857,75.91319311603722,OR,Hit From Back,1,0,Two Wheeler,Car,Indore
1399,2022-12-01,Thursday,Wavin,Tamil Nadu,"13.088534382767612, 80.17189953623301",13.088534382767612,80.17189953623301,SH,Hit From Back,1,0,Two Wheeler,Car,Chennai
1400,2022-12-04,Sunday,Tiruvannamalai,Tamil Nadu,"12.226377668027563, 79.0664139848913",12.226377668027563,79.0664139848913,SH,Head On Collision ,3,4,Bus,Lorry,Nil
1401,2022-12-03,Saturday,Jakheri,Uttar Pradesh,"25.617150720068942, 79.7195868062511",25.617150720068942,79.7195868062511,OR,Head On Collision ,4,2,Car,Car,Nil
1402,2022-12-03,Saturday,Naogaon Bariya,Uttarakhand,"29.857349944027533, 79.3734150044732",29.857349944027533,79.3734150044732,NH,Vehicle Overturn,4,3,Car,Gorge,Nil
1403,2022-12-04,Sunday,Yavatmal,Maharashtra,"20.389552251846258, 78.1355352067547",20.389552251846258,78.1355352067547,SH,Head On Collision ,4,3,Van,Bus,Nil
1404,2022-12-03,Saturday,Canal Bridge,Chhattisgarh,"21.229121245307912, 81.65970224642803",21.229121245307912,81.65970224642803,NH,Hit From Back,1,1,Two Wheeler,Tractor,Raipur
1405,2022-12-04,Sunday,Tala,West Bengal,"22.60855015063117, 88.3841026328609",22.60855015063117,88.3841026328609,OR,Head On Collision ,1,1,Two Wheeler,Truck,Kolkata
1406,2022-12-04,Sunday,Peddashapur,Telangana,"17.219357531601254, 78.33618880820711",17.219357531601254,78.33618880820711,OR,Hit From Back,3,0,Two Wheeler,Van,Nil
1407,2022-12-05,Monday,GT Karnal Rd,Delhi,"28.69147465100453, 77.19145118008962",28.69147465100453,77.19145118008962,OR,Hit and Run,2,0,Two Wheeler,Unidentified,Delhi
1408,2022-12-04,Sunday,Satrunda,Madhya Pradesh,"23.049043830374956, 75.18130466888347",23.049043830374956,75.18130466888347,OR,Hit and Run,6,13,Pedestrian,Tractor,Nil
1409,2022-12-04,Sunday,Gopeshwar,Uttarakhand,"30.402914678684226, 79.31752278659692",30.402914678684226,79.31752278659692,NH,Vehicle Overturn,2,3,Car,Gorge,Nil
1410,2022-12-04,Sunday,Pauri ,Uttarakhand,"30.130277775637403, 78.78726253290282",30.130277775637403,78.78726253290282,NH,Vehicle Overturn,2,5,Car,Gorge,Nil
1411,2022-12-04,Sunday,Supertech E Square,Uttar Pradesh,"28.584217379298334, 77.327766775427",28.584217379298334,77.327766775427,OR,Hit and Run,1,0,Pedestrian,Car,Nil
1412,2022-12-05,Monday,Kavaraipettai,Tamil Nadu,"13.363787954366215, 80.1396613268738",13.363787954366215,80.1396613268738,NH,Head On Collision ,4,3,Bus,Truck,Nil
1413,2022-12-05,Monday,Paravalasu,Tamil Nadu,"11.111859038379988, 77.58992424923687",11.111859038379988,77.58992424923687,SH,Head On Collision ,3,0,Car,Truck,Nil
1414,2022-12-05,Monday,Aganampudi,Andhra Pradesh,"17.68785948501749, 83.13265349134836",17.68785948501749,83.13265349134836,SH,Hit and Run,1,0,Pedestrian,Two Wheeler,Vizag
1415,2022-12-04,Sunday,Red Rd,West Bengal,"22.550586267320796, 88.34024042544688",22.550586267320796,88.34024042544688,OR,Hit From Back,1,0,Two Wheeler,Van,Kolkata
1416,2022-12-04,Sunday,Maksi Rd,Madhya Pradesh,"22.979918709675843, 76.0738068665168",22.979918709675843,76.0738068665168,NH,Hit From Back,1,2,Two Wheeler,Car,Nil
1417,2022-12-05,Monday,Gadekar Mala,Maharashtra,"19.946024424266042, 73.83433048246167",19.946024424266042,73.83433048246167,OR,Hit and Run,1,0,Pedestrian,Truck,Nashik
1418,2022-12-05,Monday,Jafferkhanpet,Tamil Nadu,"13.028659785148188, 80.2086417800641",13.028659785148188,80.2086417800641,SH,Fixed Object Collision,2,0,Two Wheeler,Divider,Chennai
1419,2022-12-07,Wednesday,Maduranthakam,Tamil Nadu,"12.506978133440269, 79.88064308295642",12.506978133440269,79.88064308295642,NH,Others,6,5,Truck,Truck,Nil
1420,2022-12-05,Monday,Maski,Karnataka,"15.959938310900172, 76.6545577603903",15.959938310900172,76.6545577603903,NH,Others,3,0,Two Wheeler,Bus,Nil
1421,2022-12-05,Monday,YD Nagar,Madhya Pradesh,"24.084353369597657, 75.056460431459",24.084353369597657,75.056460431459,OR,Hit From Back,1,1,Car,Car,Nil
1422,2022-12-07,Wednesday,Puthalapattu,Andhra Pradesh,"13.38564643130281, 79.08394114410565",13.38564643130281,79.08394114410565,OR,Run Off Road,6,20,Tractor,Nil,Nil
1423,2022-12-08,Thursday,Palse,Maharashtra,"19.929810727299415, 73.86820452959181",19.929810727299415,73.86820452959181,NH,Others,2,43,Two Wheeler,Bus,Nil
1424,2022-12-06,Tuesday,Durgashree Hotel,Karnataka,"12.978240705819044, 77.51502480499371",12.978240705819044,77.51502480499371,OR,Hit and Run,2,0,Two Wheeler,Truck,Bengaluru
1425,2022-12-07,Wednesday,Dibai,Uttar Pradesh,"28.205845077690174, 78.25986812159982",28.205845077690174,78.25986812159982,NH,Hit From Side,3,0,Two Wheeler,Truck,Nil
1426,2022-12-06,Tuesday,Vadner Dumala,Maharashtra,"19.933690738098278, 73.81298047348994",19.933690738098278,73.81298047348994,NH,Head On Collision ,1,0,Two Wheeler,Truck,Nashik
1427,2022-12-07,Wednesday,Chidawad,Madhya Pradesh,"23.14366905722453, 76.1498570865756",23.14366905722453,76.1498570865756,NH,Hit and Run,2,3,Car,Unidentified,Nil
1428,2022-12-08,Thursday,Bagheshwar,Uttarakhand,"29.839123272704928, 79.76835967429105",29.839123272704928,79.76835967429105,NH,Vehicle Overturn,4,2,Car,Gorge,Nil
1429,2022-12-10,Saturday,Nellikara,Karnataka,"13.154804584637919, 75.09539857518682",13.154804584637919,75.09539857518682,SH,Head On Collision ,3,0,Car,Bus,Nil
1430,2022-12-08,Thursday,Nasrapur,Maharashtra,"18.250077305173328, 73.8799667989515",18.250077305173328,73.8799667989515,SH,With Parked Vehicle,1,0,Car,Truck,Nil
1431,2022-12-09,Friday,Mohadari Ghat,Maharashtra,"19.885202678901692, 73.9418851643787",19.885202678901692,73.9418851643787,NH,Fixed Object Collision,5,3,Car,Divider,Nil
1432,2022-12-09,Friday,Thrikkakara,Kerala,"10.034163900747574, 76.33283272778543",10.034163900747574,76.33283272778543,OR,Hit From Back,1,0,Two Wheeler,Truck,Nil
1433,2022-12-09,Friday,Rakhyal,Rajasthan,"24.736188136337, 73.83966961264531",24.736188136337,73.83966961264531,OR,Head On Collision ,1,3,Truck,Truck,Nil
1434,2022-12-10,Saturday,Morna,Uttar Pradesh,"29.209595547025092, 78.44204084474875",29.209595547025092,78.44204084474875,OR,Hit From Back,3,1,Two Wheeler,Truck,Nil
1435,2022-12-10,Saturday,Armoor,Telangana,"18.782864650870852, 78.29786014542509",18.782864650870852,78.29786014542509,NH,Head On Collision ,3,0,Car,Lorry,Nil
1436,2022-12-09,Friday,Alamsar,Rajasthan,"25.3306298303729, 71.10052110253073",25.3306298303729,71.10052110253073,SH,Vehicle Overturn,2,3,Car,Ditch,Nil
1437,2022-12-09,Friday,Kelnor,Rajasthan,"25.351427364175287, 70.73495622365927",25.351427364175287,70.73495622365927,OR,Head On Collision ,1,6,Car,Van,Nil
1438,2022-12-11,Sunday,Magic Point,Maharashtra,"19.0644444006452, 72.91927094190193",19.0644444006452,72.91927094190193,OR,Run Off Road,2,46,Bus,Nil,Mumbai
1439,2022-12-11,Sunday,Phule Nagar,Maharashtra,"19.261194775032525, 73.18011257977878",19.261194775032525,73.18011257977878,OR,Hit From Back,2,0,Two Wheeler,SUV,Nil
1440,2022-12-09,Friday,Prabhat Nagar,Maharashtra,"20.051935153824974, 73.80326098389838",20.051935153824974,73.80326098389838,OR,Hit and Run,1,0,Two Wheeler,Unidentified,Nashik
1441,2022-12-10,Saturday,Gadarpur,Uttar Pradesh,"29.03928749990616, 79.25190615995034",29.03928749990616,79.25190615995034,OR,Hit From Back,1,0,Two Wheeler,Truck,Nil
1442,2022-12-11,Sunday,Jiamau,Uttar Pradesh,"26.845438890178514, 80.96577650269694",26.845438890178514,80.96577650269694,OR,Hit and Run,1,0,Pedestrian,Two Wheeler,Lucknow
1443,2022-12-10,Saturday,Parvaliya Dera,Madhya Pradesh,"23.749092193687034, 75.10940785856674",23.749092193687034,75.10940785856674,NH,Hit and Run,1,1,Pedestrian,Truck,Nil
1444,2022-12-10,Saturday,Shajapur,Madhya Pradesh,"23.421696600526733, 76.28613616017066",23.421696600526733,76.28613616017066,NH,Hit From Back,2,0,Two Wheeler,Bus,Nil
1445,2022-12-12,Monday,Thati Dhanari,Uttarakhand,"30.65030247095005, 78.39089821822344",30.65030247095005,78.39089821822344,OR,Vehicle Overturn,1,1,Truck,Gorge,Nil
1446,2022-12-12,Monday,Chunni Kalan,Punjab,"30.659172395123473, 76.56745385349565",30.659172395123473,76.56745385349565,SH,Head On Collision ,1,0,Car,SUV,Nil
1447,2022-12-12,Monday,Sambhalki,Punjab,"30.666448826512912, 76.70104143554114",30.666448826512912,76.70104143554114,OR,Hit and Run,1,0,Pedestrian,Pick Up,Nil
1448,2022-12-12,Monday,Balongi,Punjab,"30.728769312490275, 76.6940781333562",30.728769312490275,76.6940781333562,OR,Hit and Run,1,0,Bicycle,Unidentified,Nil
1449,2022-12-12,Monday,Vasco,Goa,"15.394357367614832, 73.82411789769408",15.394357367614832,73.82411789769408,OR,Hit and Run,1,0,Pedestrian,Two Wheeler,Nil
1450,2022-12-13,Tuesday,Nighasan,Uttar Pradesh,"28.23214769037592, 80.86197461832418",28.23214769037592,80.86197461832418,SH,Others,3,15,Two Wheeler,Bus,Nil
1451,2022-12-13,Tuesday,Kattaikonam,Kerala,"8.601048295720922, 76.89741782402838",8.601048295720922,76.89741782402838,OR,Hit and Run,1,0,Pedestrian,Car,Thiruvananthapuram
1452,2022-12-13,Tuesday,Nabha Sahib Village,Punjab,"30.63842371511849, 76.80290289612009",30.63842371511849,76.80290289612009,NH,Others,1,0,Two Wheeler,Bus,Nil
1453,2022-12-13,Tuesday,Jamuna Enclave,Punjab,"30.643812812017785, 76.82576046938668",30.643812812017785,76.82576046938668,OR,Hit and Run,1,0,Pedestrian,Car,Nil
1454,2022-12-13,Tuesday,Bachelikhal,Uttarakhand,"30.081834978494477, 78.55953720908792",30.081834978494477,78.55953720908792,OR,Vehicle Overturn,1,0,Car,Gorge,Nil
1455,2022-12-13,Tuesday,Sungudhoun,Punjab,"30.461307017374878, 74.5552348253167",30.461307017374878,74.5552348253167,OR,Head On Collision ,2,0,Two Wheeler,Car,Nil
1456,2022-12-12,Monday,Mayasandra,Karnataka,"12.750299753590125, 77.74749226469866",12.750299753590125,77.74749226469866,SH,Hit and Run,3,0,Pedestrian,Truck,Nil
1457,2022-12-12,Monday,14th Cross Rd,Karnataka,"13.03612022124444, 77.50080560296158",13.03612022124444,77.50080560296158,OR,Hit From Back,1,0,Two Wheeler,Bus,Bengaluru
1458,2022-12-14,Wednesday,Baytu,Rajasthan,"25.897675071850447, 71.77176604440011",25.897675071850447,71.77176604440011,NH,Head On Collision ,2,0,Two Wheeler,Car,Nil
1459,2022-12-14,Wednesday,Phase 10,Punjab,"30.684900126554208, 76.74499190414471",30.684900126554208,76.74499190414471,OR,Run Off Road,1,0,Car,Nil,Nil
1460,2022-12-14,Wednesday,NH 152 Lalru,Punjab,"30.48734362378299, 76.79891913719949",30.48734362378299,76.79891913719949,NH,Hit From Back,1,1,Bicycle,Crane,Nil
1461,2022-12-14,Wednesday,Baddi Rd,Punjab,"30.810866555761788, 76.85171151745232",30.810866555761788,76.85171151745232,OR,Head On Collision ,2,0,Truck,Pick Up,Nil
1462,2022-12-14,Wednesday,Attingal,Kerala,"8.696155339054807, 76.81724495938334",8.696155339054807,76.81724495938334,NH,Hit From Back,1,1,Two Wheeler,Bus,Nil
1463,2022-12-15,Thursday,Sector 94,Punjab,"30.693431210442192, 76.6699544221498",30.693431210442192,76.6699544221498,SH,Others,1,1,Two Wheeler,Car,Nil
1464,2022-12-15,Thursday,Derabassi Flyover,Punjab,"30.58647826398502, 76.84585175212226",30.58647826398502,76.84585175212226,NH,Hit and Run,1,0,Tractor,Unidentified,Nil
1465,2022-12-17,Saturday,Gautam Ghat,Uttar Pradesh,"26.869755709973166, 80.91984789417069",26.869755709973166,80.91984789417069,OR,Run Off Road,3,4,SUV,Nil,Lucknow
1466,2022-12-16,Friday,Mundakayam,Kerala,"9.538467799808627, 76.89153916640065",9.538467799808627,76.89153916640065,NH,Run Off Road,1,17,Bus,Nil,Nil
1467,2022-12-15,Thursday,Piplehda,Uttar Pradesh,"28.68041227741485, 77.55725383190614",28.68041227741485,77.55725383190614,OR,Hit and Run,1,0,Pedestrian,Car,Nil
1468,2022-12-17,Saturday,Bagdiya,Madhya Pradesh,"25.90141627994532, 76.8214269562394",25.90141627994532,76.8214269562394,OR,Head On Collision ,1,2,Two Wheeler,Car,Nil
1469,2022-12-17,Saturday,Dhar,Madhya Pradesh,"22.59100902764541, 75.32170877852036",22.59100902764541,75.32170877852036,OR,Run Off Road,1,3,Two Wheeler,Car,Nil
1470,2022-12-17,Saturday,Shaneshwar Crossing,Uttar Pradesh,"26.481584121907666, 80.27662997344608",26.481584121907666,80.27662997344608,OR,Head On Collision ,1,3,Pedestrian,Truck,Kanpur
1471,2022-12-17,Saturday,Dudhauna,Uttar Pradesh,"27.35598485842003, 79.13376356914402",27.35598485842003,79.13376356914402,OR,Vehicle Overturn,3,4,SUV,Nil,Nil
1472,2022-12-18,Sunday,Bhilai New Police Station,Chhattisgarh,"21.207472348882888, 81.43138407972081",21.207472348882888,81.43138407972081,NH,Hit From Back,1,1,Two Wheeler,Truck,Nil
1473,2022-12-18,Sunday,Hanuman Temple,Chhattisgarh,"21.2092996133413, 81.45636826215157",21.2092996133413,81.45636826215157,OR,Hit and Run,1,0,Pedestrian,Truck,Nil
1474,2022-12-19,Monday,Auraiya,Uttar Pradesh,"26.451259360568113, 79.52251940393027",26.451259360568113,79.52251940393027,NH,Hit From Back,3,9,Bus,Truck,Nil
1475,2022-12-19,Monday,Aligarh,Uttar Pradesh,"27.92569783999121, 78.0766951461395",27.92569783999121,78.0766951461395,NH,Head On Collision ,2,24,Bus,Bus,Nil
1476,2022-12-19,Monday,Khopoli,Maharashtra,"18.791103033740573, 73.33942507747092",18.791103033740573,73.33942507747092,NH,Hit From Back,1,10,Bus,Truck,Nil
1477,2022-12-17,Saturday,Tambaram Sanatorium,Tamil Nadu,"12.945551345190612, 80.12977436023799",12.945551345190612,80.12977436023799,OR,Hit From Back,2,0,Two Wheeler,Van,Chennai
1478,2022-12-18,Sunday,Novel Sugar Mill,Uttar Pradesh,"28.635991170978475, 79.81397162527023",28.635991170978475,79.81397162527023,OR,Others,4,0,Two Wheeler,Truck,Nil
1479,2022-12-18,Sunday,Thuraipakkam Dumpyard,Tamil Nadu,"12.948397109160258, 80.24062782281874",12.948397109160258,80.24062782281874,SH,Fixed Object Collision,1,0,Car,Divider,Chennai
1480,2022-12-17,Saturday,Gaulane,Maharashtra,"19.905088813373514, 73.7412966069139",19.905088813373514,73.7412966069139,OR,Hit From Back,1,0,Two Wheeler,Car,Nil
1481,2022-12-19,Monday,Arattupuzha Bridge,Kerala,"10.416483933072763, 76.22926447676387",10.416483933072763,76.22926447676387,OR,Vehicle Overturn,3,0,Car,River,Nil
1482,2022-12-18,Sunday,Mallanwala,Punjab,"31.04997817676166, 74.8325104025693",31.04997817676166,74.8325104025693,OR,Vehicle Overturn,1,0,Car,Gorge,Nil
1483,2022-12-18,Sunday,Siruvanur Rd,Tamil Nadu,"13.148984663411442, 79.87569621063201",13.148984663411442,79.87569621063201,OR,Head On Collision ,1,0,Two Wheeler,Truck,Nil
1484,2022-12-19,Monday,Lal Gebi Ashram,Gujarat,"23.03074886193254, 72.4548732079096",23.03074886193254,72.4548732079096,OR,Hit and Run,1,0,Pedestrian,Car,Ahmedabad
1485,2022-12-20,Tuesday,Dehlon Rd,Punjab,"30.8326794592739, 75.96842155312031",30.8326794592739,75.96842155312031,OR,Hit From Back,1,1,Two Wheeler,Truck,Nil
1486,2022-12-21,Wednesday,Longsai,Manipur,"24.642423540843076, 93.65379956227731",24.642423540843076,93.65379956227731,SH,Vehicle Overturn,10,35,Bus,Gorge,Nil
1487,2022-12-20,Tuesday,Sukhari,Madhya Pradesh,"22.30972325375101, 79.18429742631339",22.30972325375101,79.18429742631339,OR,Run Off Road,2,14,Van,Nil,Nil
1488,2022-12-20,Tuesday,Yamuna Expressway,Uttar Pradesh,"28.44251283882086, 77.50229321657845",28.44251283882086,77.50229321657845,NH,Hit From Back,1,28,Bus,Truck,Nil
1489,2022-12-20,Tuesday,Arnia,Uttar Pradesh,"28.134252903702578, 77.9165463678531",28.134252903702578,77.9165463678531,OR,Others,1,6,Two Wheeler,Truck,Nil
1490,2022-12-20,Tuesday,Super Corridor,Madhya Pradesh,"22.754767719448875, 75.80483564041853",22.754767719448875,75.80483564041853,OR,Run Off Road,1,1,Car,Nil,Indore
1491,2022-12-19,Monday,Tanda,Madhya Pradesh,"23.460716411897742, 75.68065588698633",23.460716411897742,75.68065588698633,OR,Hit From Back,2,0,Two Wheeler,Truck,Nil
1492,2022-12-19,Monday,Sonkatch,Madhya Pradesh,"22.97841301080496, 76.35531780503722",22.97841301080496,76.35531780503722,NH,Hit and Run,1,0,Two Wheeler,Unidentified,Nil
1493,2022-12-19,Monday,Patharkandi,Assam,"24.609679505103248, 92.320861479876",24.609679505103248,92.320861479876,NH,Head On Collision ,2,0,Auto Rickshaw,Car,Nil
1494,2022-12-21,Wednesday,Banta,Jharkhand,"22.878167905048823, 86.27476231989324",22.878167905048823,86.27476231989324,OR,Head On Collision ,2,6,SUV,Tractor,Nil
1495,2022-12-21,Wednesday,Madhepura,Bihar,"25.92390517517682, 86.79486307089914",25.92390517517682,86.79486307089914,OR,Run Off Road,3,0,Two Wheeler,Nil,Nil
1496,2022-12-21,Wednesday,Thakur Bigha,Bihar,"25.012081168869063, 85.50421450880712",25.012081168869063,85.50421450880712,OR,Hit and Run,1,2,Pedestrian,Tractor,Nil
1497,2022-12-21,Wednesday,Dhamnod,Madhya Pradesh,"22.217417384267296, 75.47774220959037",22.217417384267296,75.47774220959037,SH,Head On Collision ,1,2,Bus,Tractor,Nil
1498,2022-12-23,Friday,Upper Zema,Sikkim,"27.79743874092502, 88.55315509576577",27.79743874092502,88.55315509576577,OR,Vehicle Overturn,16,4,Truck,Gorge,Nil
1499,2022-12-22,Thursday,Tuticorin,Tamil Nadu,"8.789434733640828, 78.14106109477959",8.789434733640828,78.14106109477959,SH,Hit From Back,4,0,Car,Truck,Nil
1500,2022-12-21,Wednesday,Bilkhiria,Madhya Pradesh,"23.13550598493663, 77.45379098563042",23.13550598493663,77.45379098563042,OR,Hit From Back,1,1,Two Wheeler,SUV,Bhopal
1501,2022-12-21,Wednesday,Govindpura,Madhya Pradesh,"22.5344718503156, 75.55545926944136",22.5344718503156,75.55545926944136,OR,Hit and Run,1,0,Pedestrian,Two Wheeler,Nil
1502,2022-12-24,Saturday,Bhilai,Madhya Pradesh,"21.807311125720886, 78.22651285913841",21.807311125720886,78.22651285913841,NH,Hit From Side,4,0,Car,Truck,Nil
1503,2022-12-22,Thursday,Maliyasan,Gujarat,"22.33131034445658, 70.87918638902339",22.33131034445658,70.87918638902339,NH,With Parked Vehicle,4,0,Car,Truck,Nil
1504,2022-12-23,Friday,Behala,West Bengal,"22.50221196190783, 88.31808494940438",22.50221196190783,88.31808494940438,NH,Hit From Back,1,1,Two Wheeler,Truck,Kolkata
1505,2022-12-24,Saturday,Malebettu,Karnataka,"13.23762074835291, 75.0982366574767",13.23762074835291,75.0982366574767,OR,Others,1,2,Auto Rickshaw,Bus,Nil
1506,2022-12-24,Saturday,Vehelna,Uttar Pradesh,"29.42631258067061, 77.69638889689476",29.42631258067061,77.69638889689476,OR,Others,1,1,Two Wheeler,Truck,Nil
1507,2022-12-23,Friday,Kumily,Kerala,"9.599991839974674, 77.16139965795666",9.599991839974674,77.16139965795666,OR,Vehicle Overturn,8,2,Car,Gorge,Nil
1508,2022-12-24,Saturday,Kheda Rd,Gujarat,"22.818350031750544, 72.7574075405846",22.818350031750544,72.7574075405846,OR,Vehicle Overturn,2,0,Car,Ditch,Nil
1509,2022-12-25,Sunday,Jeedimetla,Telangana,"17.517909994790656, 78.44654596487308",17.517909994790656,78.44654596487308,OR,Fixed Object Collision,2,0,Two Wheeler,Divider,Hyderabad
